,time,l,r
483,2020-03-11 12:22:37.840,1.0,1.0
484,2020-03-11 12:22:38.340,1.0,1.0
485,2020-03-11 12:22:38.840,1.0,1.0
486,2020-03-11 12:22:39.340,1.0,1.0
487,2020-03-11 12:22:39.840,1.0,0.0
488,2020-03-11 12:22:40.340,0.0,0.0
489,2020-03-11 12:22:40.840,0.0,0.0
490,2020-03-11 12:22:41.340,0.0,0.0
491,2020-03-11 12:22:41.840,0.0,0.0
492,2020-03-11 12:22:42.340,0.0,0.0
493,2020-03-11 12:22:42.840,0.0,0.0
494,2020-03-11 12:22:43.340,1.0,0.0
495,2020-03-11 12:22:43.840,1.0,0.0
496,2020-03-11 12:22:44.340,1.0,1.0
497,2020-03-11 12:22:44.840,0.0,1.0
498,2020-03-11 12:22:45.340,0.0,0.0
499,2020-03-11 12:22:45.840,0.0,0.0
500,2020-03-11 12:22:46.340,0.0,0.0
501,2020-03-11 12:22:46.840,0.0,0.0
502,2020-03-11 12:22:47.340,0.0,0.0
503,2020-03-11 12:22:47.840,1.0,0.0
504,2020-03-11 12:22:48.340,1.0,0.0
505,2020-03-11 12:22:48.840,1.0,0.0
506,2020-03-11 12:22:49.340,0.0,0.0
507,2020-03-11 12:22:49.840,0.0,0.0
508,2020-03-11 12:22:50.340,0.0,1.0
509,2020-03-11 12:22:50.840,0.0,1.0
510,2020-03-11 12:22:51.340,0.0,1.0
511,2020-03-11 12:22:51.840,0.0,1.0
512,2020-03-11 12:22:52.340,0.0,1.0
513,2020-03-11 12:22:52.840,0.0,1.0
514,2020-03-11 12:22:53.340,0.0,0.0
515,2020-03-11 12:22:53.840,0.0,0.0
516,2020-03-11 12:22:54.340,0.0,0.0
517,2020-03-11 12:22:54.840,0.0,0.0
518,2020-03-11 12:22:55.340,1.0,0.0
519,2020-03-11 12:22:55.840,1.0,0.0
520,2020-03-11 12:22:56.340,1.0,0.0
521,2020-03-11 12:22:56.840,1.0,0.0
522,2020-03-11 12:22:57.340,1.0,1.0
523,2020-03-11 12:22:57.840,1.0,1.0
524,2020-03-11 12:22:58.340,1.0,1.0
525,2020-03-11 12:22:58.840,1.0,1.0
526,2020-03-11 12:22:59.340,1.0,0.0
527,2020-03-11 12:22:59.840,1.0,0.0
528,2020-03-11 12:23:00.340,1.0,0.0
