time,r,iteration
2020-03-11 12:19:17.240,1,1
2020-03-11 12:20:57.740,1,1
2020-03-11 12:23:07.240,1,1
2020-03-11 12:19:15.240,1,1
2020-03-11 12:19:35.000,1,1
2020-03-11 12:20:48.500,1,1
2020-03-11 12:21:10.000,1,1
2020-03-18 17:58:54.000,1,1
2020-03-11 12:20:45.500,1,1
2020-03-11 12:21:57.240,1,1
2020-03-11 12:23:09.740,1,1
2020-03-11 12:25:49.240,1,1
2020-03-11 12:21:00.240,1,1
2020-03-11 12:22:30.740,1,1
2020-03-18 17:58:54.740,1,1
2020-03-11 12:25:50.000,1,1
2020-03-11 12:23:54.500,1,1
2020-03-11 12:25:31.740,1,1
2020-03-11 12:21:55.500,1,1
2020-03-11 12:20:56.000,1,1
2020-03-11 12:19:12.740,1,1
2020-03-11 12:19:08.000,1,1
2020-03-11 12:23:38.240,1,1
2020-03-11 12:25:45.000,1,1
2020-03-11 12:22:31.000,1,1
2020-03-18 17:59:11.500,1,1
2020-03-11 12:23:35.240,1,1
2020-03-11 12:19:43.240,1,1
2020-03-11 12:21:58.740,1,1
2020-03-11 12:21:59.740,1,1
2020-03-11 12:23:00.000,1,1
2020-03-11 12:23:02.740,1,1
2020-03-11 12:21:55.000,1,1
2020-03-18 17:58:59.000,1,1
2020-03-11 12:19:37.000,1,1
2020-03-18 17:58:52.740,1,1
2020-03-11 12:23:52.000,1,1
2020-03-11 12:21:35.000,1,1
2020-03-11 12:25:36.500,1,1
2020-03-11 12:23:57.740,1,1
2020-03-11 12:21:41.000,1,1
2020-03-18 17:59:08.740,1,1
2020-03-11 12:20:42.240,1,1
2020-03-18 17:59:03.240,1,1
2020-03-18 17:58:52.000,1,1
2020-03-11 12:21:38.240,1,1
2020-03-11 12:22:31.740,1,1
2020-03-11 12:24:01.740,1,1
2020-03-11 12:19:51.740,1,1
2020-03-11 12:19:41.500,1,1
2020-03-11 12:23:06.000,1,1
2020-03-11 12:19:39.240,1,1
2020-03-11 12:21:20.240,1,1
2020-03-11 12:23:49.500,1,1
2020-03-11 12:20:23.000,1,1
2020-03-11 12:20:19.240,1,1
2020-03-18 17:58:59.740,1,1
2020-03-11 12:19:27.740,1,1
2020-03-18 17:58:47.500,1,1
2020-03-11 12:21:09.240,1,1
2020-03-11 12:21:56.740,1,1
2020-03-11 12:23:15.000,1,1
2020-03-11 12:22:15.500,1,1
2020-03-11 12:24:05.000,1,1
2020-03-11 12:25:55.980,1,1
2020-03-11 12:23:44.740,1,1
2020-03-11 12:19:20.240,1,1
2020-03-11 12:20:40.740,1,1
2020-03-11 12:22:05.500,0,1
2020-03-18 17:58:48.740,1,1
2020-03-11 12:19:39.000,1,1
