time,l,r,iteration
2019-11-26 16:55:20.000,1,1,1
2019-11-26 16:53:30.000,0,0,1
2019-11-26 16:57:32.740,1,1,1
2019-11-26 16:55:15.740,1,1,1
2019-11-26 16:54:52.000,1,1,1
2019-11-26 16:56:31.240,0,1,1
2019-11-26 16:52:52.740,1,1,1
2019-11-26 16:51:39.240,1,0,1
2019-11-26 16:54:47.000,1,1,1
2019-11-26 16:56:28.000,1,1,1
2019-11-26 16:57:07.740,1,1,1
2019-11-26 16:54:45.500,1,1,1
2019-11-26 16:54:26.500,1,1,1
2019-11-26 16:55:12.240,1,1,1
2019-11-26 16:55:02.240,1,1,1
2019-11-26 16:56:03.240,0,0,1
2019-11-26 16:56:52.500,0,1,1
2019-11-26 16:57:12.000,1,1,1
2019-11-26 16:53:45.000,0,0,1
2019-11-26 16:56:35.000,1,1,1
2019-11-26 16:51:39.000,1,1,1
2019-11-26 16:56:50.240,1,1,1
2020-01-03 16:17:23.740,0,1,1
2020-01-03 16:20:13.240,0,0,1
2020-01-03 16:15:32.740,0,0,1
2020-01-03 16:15:18.740,1,0,1
2020-01-03 16:16:24.000,1,1,1
2020-01-03 16:15:20.240,1,0,1
2020-01-03 16:15:16.000,1,0,1
2020-01-03 16:15:47.240,1,1,1
2020-01-03 16:20:26.740,0,0,1
2020-01-03 16:15:44.000,1,1,1
2020-01-03 16:17:21.000,1,1,1
2020-01-03 16:15:52.000,1,1,1
2020-01-03 16:15:23.740,0,0,1
2020-01-03 16:20:21.740,0,0,1
2020-01-03 16:17:17.240,1,1,1
2020-01-03 16:16:11.240,0,0,1
2020-01-03 16:21:03.500,1,0,1
2020-01-03 16:16:18.000,0,0,1
2020-01-03 16:15:24.500,1,1,1
2020-01-03 16:15:45.000,1,1,1
2020-01-03 16:16:26.500,1,1,1
2020-01-03 16:20:47.000,1,1,1
2020-01-03 16:16:40.000,1,1,1
2020-01-03 16:17:05.240,0,0,1
2020-01-03 16:17:13.000,1,1,1
2020-01-03 16:15:41.240,0,1,1
2020-01-03 16:15:21.740,1,0,1
2020-01-03 16:21:24.240,0,0,1
2020-01-03 16:15:55.500,0,0,1
2020-01-03 16:15:07.000,0,1,1
2020-01-03 16:20:21.240,0,0,1
2020-01-03 16:15:58.000,1,0,1
2020-01-03 16:20:55.500,1,0,1
2020-01-03 16:15:34.240,0,1,1
2020-01-03 16:21:14.240,0,0,1
2020-01-03 16:20:14.000,0,0,1
2020-01-03 16:20:22.000,0,0,1
2020-01-03 16:20:37.000,1,0,1
2020-01-03 16:16:48.500,1,1,1
2020-01-16 12:26:29.000,0,1,1
2020-01-16 12:24:36.000,0,0,1
2020-01-16 12:26:22.000,0,1,1
2020-01-16 12:25:17.000,0,0,1
2020-01-16 12:26:03.240,0,1,1
2020-01-16 12:24:37.500,1,1,1
2020-01-16 12:30:13.000,0,1,1
2020-01-16 12:26:25.240,0,1,1
2020-01-16 12:26:25.500,0,1,1
2020-01-16 12:24:02.740,0,1,1
2020-01-16 12:24:59.500,0,0,1
2020-01-16 12:23:48.740,0,0,1
2020-01-16 12:23:51.500,0,0,1
2020-01-16 12:30:09.740,0,1,1
2020-01-16 12:30:13.740,0,1,1
2020-01-16 12:30:20.000,0,1,1
2020-01-16 12:29:56.000,0,0,1
2020-01-16 12:25:01.240,0,1,1
2020-01-16 12:25:20.000,0,1,1
2020-01-16 12:24:31.500,0,1,1
2020-01-16 12:24:36.740,1,1,1
2020-01-16 12:30:22.740,0,0,1
2020-01-16 12:23:46.740,0,0,1
2020-01-16 12:26:21.240,0,1,1
2020-01-16 12:23:42.000,0,0,1
2020-01-16 12:23:56.000,0,1,1
2020-01-16 12:30:37.740,0,1,1
2020-01-16 12:25:51.740,0,0,1
2020-01-16 12:25:34.740,0,1,1
2020-01-16 12:25:32.500,0,1,1
2020-01-16 12:29:55.240,0,0,1
2020-01-16 12:30:18.740,0,1,1
2020-01-16 12:24:27.240,0,1,1
2020-01-16 12:30:19.000,0,1,1
2020-01-16 12:26:12.740,0,1,1
2020-01-16 12:30:02.500,0,0,1
2020-01-16 12:26:00.500,0,1,1
2020-01-16 12:23:45.240,0,0,1
2020-01-16 12:25:50.500,0,0,1
2020-01-16 12:26:07.740,0,1,1
2019-11-15 16:35:06.500,0,1,2
2019-11-15 16:34:41.240,1,1,2
2019-11-15 16:34:14.000,0,1,2
2019-11-15 16:33:01.500,1,0,2
2019-11-15 16:32:11.500,0,1,2
2019-11-15 16:32:44.000,1,0,2
2019-11-15 16:34:26.000,1,0,2
2019-11-15 16:33:42.000,0,1,2
2019-11-15 16:33:35.740,0,1,2
2019-11-15 16:35:31.240,1,0,2
2019-11-15 16:31:58.000,0,1,2
2019-11-15 16:32:01.500,0,1,2
2019-11-15 16:35:32.240,1,0,2
2019-11-15 16:32:05.000,0,1,2
2019-11-15 16:32:58.500,1,0,2
2019-11-15 16:33:43.500,0,1,2
2019-11-15 16:32:24.240,0,1,2
2019-11-15 16:31:17.240,0,1,2
2019-11-15 16:34:29.000,0,0,2
2019-11-15 16:35:03.000,0,1,2
2019-11-15 16:33:14.740,0,1,2
2019-11-15 16:33:20.000,0,1,2
2019-11-15 16:32:04.740,0,1,2
2019-11-15 16:32:46.000,0,0,2
2019-11-15 16:33:57.000,0,1,2
2019-11-15 16:33:24.740,1,1,2
2019-11-15 16:33:53.740,1,1,2
2019-11-15 16:33:25.500,0,1,2
2019-11-15 16:33:19.000,0,1,2
2019-11-15 16:33:18.000,0,1,2
2019-11-15 16:33:44.500,0,1,2
2019-11-25 16:52:29.740,1,1,2
2019-11-25 16:48:15.500,1,0,2
2019-11-25 16:49:26.500,1,0,2
2019-11-25 16:54:31.500,1,1,2
2019-11-25 16:58:30.500,0,1,2
2019-11-25 17:00:01.500,0,1,2
2019-11-25 16:53:48.240,0,0,2
2019-11-25 16:55:16.740,0,1,2
2019-11-25 16:49:21.240,1,0,2
2019-11-25 16:52:17.500,0,1,2
2019-11-25 16:47:06.240,0,0,2
2019-11-25 16:49:52.500,1,1,2
2019-11-25 16:51:15.000,0,1,2
2019-11-25 16:47:35.000,0,1,2
2019-11-25 16:54:14.740,0,1,2
2019-11-25 16:50:50.000,0,1,2
2019-11-25 16:53:56.500,0,1,2
2019-11-25 16:48:17.000,1,0,2
2019-11-25 16:56:03.740,1,1,2
